,url,caption
47,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000049.jpg,a painting of a building with a painting on the wall
48,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000065.jpg,a couple of people standing next to each other
49,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000006.jpg,a picture of a man holding a surfboard
50,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000004/w0000006.jpg,a painting of a painting of a man on a wall
51,http://data.ukiyo-e.org/honolulu/images/5122.jpg,a group of people standing in front of a building
52,http://data.ukiyo-e.org/honolulu/images/7741.jpg,a group of people standing next to each other
53,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-238.jpg,a black and white photo of a wall with graffiti on it
54,http://data.ukiyo-e.org/honolulu/images/5029.jpg,a picture of a painting on the wall of a house
55,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2138.jpg,a painting of a person holding a kite
56,http://data.ukiyo-e.org/honolulu/images/3924.jpg,a group of people riding skis on a snow covered slope
57,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000003.jpg,a couple of people that are standing in front of a building
58,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/maiduru/nishikie/mai01k53.jpg,a painting of a painting on the wall of a painting
59,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000003/w0000010.jpg,a painting of a painting of a woman holding an umbrella
60,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3279a.jpg,a black and white photo of a brown wall
61,http://data.ukiyo-e.org/honolulu/images/8198.jpg,a wall covered in graffiti on a wall
62,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000030.jpg,a painting on the wall of a building
63,http://data.ukiyo-e.org/honolulu/images/3798.jpg,a group of people sitting around a building
64,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0166/Z0166-453.jpg,a black and white photo of a bunch of animals
65,http://data.ukiyo-e.org/honolulu/images/2955.jpg,a group of people riding on the back of a boat
66,http://data.ukiyo-e.org/honolulu/images/3522.jpg,a picture of a building with graffiti on it
67,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-811.jpg,a statue of a man holding a baby elephant
68,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000015/w0000461/w0000000/w0000001.jpg,a large body of water next to a river
69,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2878.jpg,a painting of a man and a woman on a wall
70,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0168/Z0168-636.jpg,a black and white photo of a man with a backpack
71,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-497.jpg,a black and white photo of a building
72,http://data.ukiyo-e.org/honolulu/images/7433.jpg,a painting of a person with a bunch of birds in hand
73,http://data.ukiyo-e.org/honolulu/images/5321.jpg,a group of people standing in front of a building
74,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0768/Ebi0768_11.jpg,a painting of a person sitting on a bench
75,http://data.ukiyo-e.org/honolulu/images/3139.jpg,a picture of a bird on the roof of a building
76,https://data.ukiyo-e.org/bm/images/AN00035664_001_l.jpg,a painting of a painting on the wall of a <unk>
77,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-267.jpg,a black and white photo of a building
78,http://data.ukiyo-e.org/honolulu/images/5158.jpg,a couple of boats that are sitting in the water
79,http://data.ukiyo-e.org/honolulu/images/4203.jpg,a bird that is flying over a wall
80,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000025.jpg,a close up of a wall with writing on it
81,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1015.jpg,a couple of people that are on a wall
82,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0164/Z0164-162.jpg,a black and white photo of a man in front of a building
83,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1000.jpg,a woman holding a kite in front of a wall
84,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-011.jpg,a black and white photo of a man in a black and white photo
85,http://data.ukiyo-e.org/honolulu/images/4039.jpg,a group of people standing next to a body of water
86,http://data.ukiyo-e.org/honolulu/images/6093.jpg,a group of people sitting in front of a building
87,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP4787.jpg,a group of people standing in front of a building
88,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5603.jpg,a colorful building with a mural on it
89,http://data.ukiyo-e.org/honolulu/images/7285.jpg,a woman is standing in front of a tree
90,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000027.jpg,a painting of a painting on the wall of a building
91,http://data.ukiyo-e.org/honolulu/images/6634.jpg,a black and white photo of a black and white bench
92,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-489.jpg,a black and white photo of a building with a horse drawn carriage
93,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-418.jpg,a black and white photo of a group of people
94,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-027.jpg,a black and white photo of a painting of a person
95,http://data.ukiyo-e.org/honolulu/images/4196.jpg,a group of people standing in front of a building
96,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-257.jpg,a black and white photo of a person with a skateboard
97,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000028.jpg,a large painting of a painting on the wall
98,http://data.ukiyo-e.org/tnm/images/C0007279.jpg,a group of people standing next to a painting
99,http://data.ukiyo-e.org/honolulu/images/2964.jpg,a group of people that are walking with horses
100,http://data.ukiyo-e.org/honolulu/images/4356.jpg,a group of people standing on top of a sandy beach
101,http://data.ukiyo-e.org/honolulu/images/5247.jpg,a swimming pool with a bunch of people on it
102,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0885.jpg,a group of people that are standing in a room
103,http://data.ukiyo-e.org/honolulu/images/5876.jpg,a stuffed animal sitting on top of a table
104,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-081.jpg,a graffiti covered wall with graffiti on it
105,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5329.jpg,a painting of a painting on a wall
106,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000053.jpg,a painting of a picture of a person on a wall
107,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0848.jpg,a bunch of kites hanging from a wall
108,http://data.ukiyo-e.org/honolulu/images/3852.jpg,a group of people walking on a beach
109,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3620.jpg,a black and white photo of a building with a painting on the wall
110,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi1379/Ebi1379_08.jpg,a painting of a man and children on a wall
111,http://data.ukiyo-e.org/honolulu/images/6083.jpg,a picture of a building with a mural on it
112,http://data.ukiyo-e.org/honolulu/images/5453.jpg,a picture of a <unk> <unk> with a surfboard
113,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0977.jpg,a painting of a woman and a flag on a wall
114,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000043.jpg,a painting of a person on a wall with a tree
115,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0842.jpg,a painting of a man and a woman on a wall
116,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000296/w0000000/w0000005.jpg,a picture of a building with a mural on the wall
117,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000033.jpg,a group of people standing in front of a building
118,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000136/w0000000/w0000012.jpg,a painting of a painting on the wall of a building
119,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1036.jpg,a painting of a painting on the wall of a building
120,https://data.ukiyo-e.org/bm/images/AN00327118_001_l.jpg,a boat that is sitting in the water
121,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000035.jpg,a painting of a painting on a wall with a painting on it
122,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000329/w0000000/w0000005.jpg,a painting of a painting of a painting on a wall
123,http://data.ukiyo-e.org/honolulu/images/5178.jpg,a group of people sitting on a beach
124,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3456.jpg,a picture of a man and a woman on a wall
125,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000324/w0000000/w0000001.jpg,a painting of a man and a dog on a beach
126,http://data.ukiyo-e.org/honolulu/images/5408.jpg,a group of people sitting around a table
127,http://data.ukiyo-e.org/honolulu/images/7306.jpg,a painting of a woman standing in front of a wall
128,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-169.jpg,a group of people standing around a building
129,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0998/Ebi0998_14.jpg,a colorful painting of a woman in a colorful dress
130,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5955.jpg,a painting of a person holding an umbrella
131,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0925.jpg,a painting of a woman standing next to a building
132,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5769.jpg,a wall with a painting on it
133,http://data.ukiyo-e.org/honolulu/images/4164.jpg,a painting of two birds sitting on a wall
134,http://data.ukiyo-e.org/honolulu/images/5947.jpg,a painting of a man holding a stuffed animal
135,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-500.jpg,a black and white photo of people on a beach
136,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-086.jpg,a black and white photo of a group of people
137,http://data.ukiyo-e.org/honolulu/images/5673.jpg,a group of people that are standing in front of a building
138,http://data.ukiyo-e.org/honolulu/images/5991.jpg,a painting of a man holding a little boy
139,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-003.jpg,a wall with a painting of a person on it
140,http://data.ukiyo-e.org/honolulu/images/4058.jpg,a group of people standing next to each other
141,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000040.jpg,a wall with a bunch of writing on it
142,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000048.jpg,a painting of a painting with a mural on the wall
143,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000520/w0000002/w0000001.jpg,a painting of a man standing next to a swimming pool
144,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2883.jpg,a wall with a picture of a person on it
145,http://data.ukiyo-e.org/honolulu/images/5891.jpg,a group of people standing in front of a building
146,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2100.jpg,a painting of a painting of a person holding a pair of scissors
147,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-509.jpg,a black and white photo of a man riding a horse
148,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-275.jpg,a black and white photo of a group of people on a slope
149,http://data.ukiyo-e.org/honolulu/images/5969.jpg,a group of people standing next to a group of horses
150,http://data.ukiyo-e.org/honolulu/images/5145.jpg,a group of people sitting on top of a green blanket
151,http://data.ukiyo-e.org/honolulu/images/4967.jpg,a group of boats that are in the water
152,http://data.ukiyo-e.org/honolulu/images/4352.jpg,a large tree in front of a large tree
153,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0845.jpg,a blue and white umbrella in front of a wall
154,http://data.ukiyo-e.org/honolulu/images/3577.jpg,a view of a building with a building in the background
155,http://data.ukiyo-e.org/honolulu/images/4509.jpg,a painting of a person walking on a beach
156,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000010.jpg,a painting on a wall with a painting on it
157,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1159.jpg,a wall with a mural on it
158,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000017/w0000651/w0000000/w0000005.jpg,a picture of a person holding a kite
159,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2085.jpg,a close up of a wall with a colorful wall
160,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000449/w0000000/w0000008.jpg,a large window that has a painting on it
161,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1813.jpg,a wall with a bunch of pictures on it
162,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-172.jpg,a black and white photo of a body of water
163,http://data.ukiyo-e.org/honolulu/images/5397.jpg,a group of people walking down a street next to a building
164,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6079-05.jpg,a picture of a tree with a tree in the background
165,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0057.jpg,a wall with a mural on it
166,http://data.ukiyo-e.org/honolulu/images/6094.jpg,a group of people sitting on top of a boat
167,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-234.jpg,a black and white photo of a group of people
168,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2095.jpg,a wall with a painting of a person on it
169,http://data.ukiyo-e.org/honolulu/images/5778.jpg,a group of people walking down a beach
170,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-814.jpg,a black and white photo of a boat in the water
171,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-049.jpg,a black and white photo of a person with a skateboard
172,https://data.ukiyo-e.org/bm/images/AN00799763_001_l.jpg,a painting of a woman sitting on a colorful bed
173,http://data.ukiyo-e.org/honolulu/images/3785.jpg,a man sitting on the beach next to a sign
174,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1757.jpg,a painting of a woman standing next to a painting
175,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0166/Z0166-451.jpg,a black and white photo of a man standing next to a building
176,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000046.jpg,a painting of a picture of a woman on a wall
177,http://data.ukiyo-e.org/honolulu/images/7432.jpg,a group of people standing on top of a bed
178,http://data.ukiyo-e.org/honolulu/images/6392.jpg,a painting of a painting on the side of a wall
179,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3286.jpg,a wall with some graffiti on it
180,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6079-04.jpg,a painting of a picture of a person on a beach
181,http://data.ukiyo-e.org/honolulu/images/7578.jpg,a black and white photo of a bed with a flower
182,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000507/w0000000/w0000025.jpg,a painting of a painting on a wall of a building
183,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000011.jpg,a painting of a painting on the wall of a painting
184,http://data.ukiyo-e.org/honolulu/images/3890.jpg,a group of people standing next to each other
185,http://data.ukiyo-e.org/honolulu/images/6326.jpg,a black and white photo of a body of water
186,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000504/w0000000/w0000002.jpg,a wall with a painting on the wall
187,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000064.jpg,a building with a mural on the wall
188,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/shiUY/shiUY0115.jpg,a painting of a man holding a baseball bat
189,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000066.jpg,a painting of a woman and a woman on a bed
190,http://data.ukiyo-e.org/honolulu/images/3888.jpg,a group of people standing in front of a building
191,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000009.jpg,a picture of a painting on the wall
192,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3126.jpg,a man riding on the back of a brown horse
193,http://data.ukiyo-e.org/tnm/images/C0007277.jpg,a painting of a building with a mural on the wall
194,http://data.ukiyo-e.org/honolulu/images/4291.jpg,a group of young men standing next to each other
195,http://data.ukiyo-e.org/honolulu/images/6157.jpg,a painting of a painting of a couple of <unk>
196,http://data.ukiyo-e.org/honolulu/images/5793.jpg,a group of people standing on top of a sandy beach
197,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000507/w0000000/w0000015.jpg,a picture of a painting on a wall
198,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-195.jpg,a black and white photo of a man with a tie
199,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000257/w0000000/w0000001.jpg,a painting of a painting of a painting on the wall
200,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-016.jpg,a black and white photo of a field
201,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-171.jpg,a group of people standing on top of a grass covered field
202,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2094.jpg,a statue of a man holding a kite
203,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2897.jpg,a painting of a cat on a wall
204,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000221/w0000001/w0000004.jpg,a painting on a wall with a painting on it
205,http://data.ukiyo-e.org/honolulu/images/5472.jpg,a group of people standing next to a boat
206,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000017/w0000614/w0000000/w0000003.jpg,a painting of a painting with a painting on it
207,http://data.ukiyo-e.org/honolulu/images/8033.jpg,a picture of a building with a painting on the wall
208,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000505/w0000000/w0000014.jpg,a picture of a <unk> on a wall
209,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2098.jpg,a wall with a large mural on it
210,http://data.ukiyo-e.org/honolulu/images/5922.jpg,a painting of a man with a painting on the wall
211,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000518/w0000000/w0000001.jpg,a building with graffiti on the wall
